Prior disorder,Later disorder,Sex,Model,HR,Lower,Upper
Nicotine dependence,Drug dependence,F,A,3.6,2.6,5
Nicotine dependence,MDE,M,A,7.5,6.8,8.3
Nicotine dependence,Bipolar disorder,M,A,7,5.7,8.6
Nicotine dependence,Dysthymia,M,A,7.1,5.6,9
Nicotine dependence,Panic disorder,M,A,5.7,4.6,6.9
Nicotine dependence,GAD,M,A,8.3,7.1,9.6
Nicotine dependence,Social phobia,M,A,6.2,5.6,6.8
Nicotine dependence,Specific Phobia,M,A,6.7,6,7.5
Nicotine dependence,Agoraphobia,M,A,,,
Nicotine dependence,PTSD,M,A,5.3,4.4,6.5
Nicotine dependence,OCD,M,A,,,
Nicotine dependence,Adult SAD,M,A,5.8,4.8,6.9
Nicotine dependence,Child SAD,M,A,,,
Nicotine dependence,Anorexia nervosa,M,A,,,
Nicotine dependence,Bulimia nervosa,M,A,,,
Nicotine dependence,Binge eating disorder,M,A,5.3,4.2,6.5
Nicotine dependence,IED,M,A,6.8,6,7.8
Nicotine dependence,ADHD,M,A,,,
Nicotine dependence,Conduct disorder,M,A,,,
Nicotine dependence,ODD,M,A,,,
Nicotine dependence,Alcohol abuse,M,A,7.4,6.6,8.2
Nicotine dependence,Alcohol dependence,M,A,8.9,7.6,10.5
Nicotine dependence,Drug abuse,M,A,6.2,5.3,7.2
Nicotine dependence,Drug dependence,M,A,6.7,5.3,8.5
Nicotine dependence,MDE,F,B,5.4,4.5,6.5
Nicotine dependence,Bipolar disorder,F,B,1.7,1.2,2.6
Nicotine dependence,Dysthymia,F,B,2.6,1.8,3.6
Nicotine dependence,Panic disorder,F,B,2.8,2,4
Nicotine dependence,GAD,F,B,4,3.1,5.3
Nicotine dependence,Social phobia,F,B,2.2,1.8,2.7
Nicotine dependence,Specific Phobia,F,B,5,4,6.2
Nicotine dependence,Agoraphobia,F,B,1.5,1.1,2.1
Nicotine dependence,PTSD,F,B,4.8,3.7,6.3
Nicotine dependence,OCD,F,B,,,
Nicotine dependence,Adult SAD,F,B,2.1,1.6,2.6
Nicotine dependence,Child SAD,F,B,,,
Nicotine dependence,Anorexia nervosa,F,B,,,
Nicotine dependence,Bulimia nervosa,F,B,,,
Nicotine dependence,Binge eating disorder,F,B,2.3,1.5,3.5
Nicotine dependence,IED,F,B,2.4,1.7,3.2
Nicotine dependence,ADHD,F,B,,,
Nicotine dependence,Conduct disorder,F,B,,,
Nicotine dependence,ODD,F,B,,,
Nicotine dependence,Alcohol abuse,F,B,1.3,1.1,1.6
Nicotine dependence,Alcohol dependence,F,B,1.1,0.8,1.4
Nicotine dependence,Drug abuse,F,B,0.8,0.6,1
Nicotine dependence,Drug dependence,F,B,0.8,0.5,1.2
Nicotine dependence,MDE,M,B,4,3.4,4.7
Nicotine dependence,Bipolar disorder,M,B,1.9,1.4,2.6
Nicotine dependence,Dysthymia,M,B,2,1.5,2.8
Nicotine dependence,Panic disorder,M,B,1.9,1.4,2.6
Nicotine dependence,GAD,M,B,3.8,2.9,5
Nicotine dependence,Social phobia,M,B,2.2,1.8,2.6
Nicotine dependence,Specific Phobia,M,B,3.7,3.2,4.4
Nicotine dependence,Agoraphobia,M,B,,,
Nicotine dependence,PTSD,M,B,2.6,2,3.4
Nicotine dependence,OCD,M,B,,,
Nicotine dependence,Adult SAD,M,B,1.9,1.5,2.4
Nicotine dependence,Child SAD,M,B,,,
Nicotine dependence,Anorexia nervosa,M,B,,,
Nicotine dependence,Bulimia nervosa,M,B,,,
Nicotine dependence,Binge eating disorder,M,B,2.1,1.4,3
Nicotine dependence,IED,M,B,2.8,2.2,3.6
Nicotine dependence,ADHD,M,B,,,
Nicotine dependence,Conduct disorder,M,B,,,
Nicotine dependence,ODD,M,B,,,
Nicotine dependence,Alcohol abuse,M,B,4.3,3.7,5.1
Nicotine dependence,Alcohol dependence,M,B,3.4,2.6,4.3
Nicotine dependence,Drug abuse,M,B,1.9,1.5,2.4
Nicotine dependence,Drug dependence,M,B,1.3,1,1.8
Alcohol abuse,MDE,All,A,8.6,8.1,9.1
Alcohol abuse,Bipolar disorder,All,A,14,12.4,15.7
Alcohol abuse,Dysthymia,All,A,11,9.6,12.5
Alcohol abuse,Panic disorder,All,A,11.4,9.9,13
Alcohol abuse,GAD,All,A,10.2,9.4,11.1
Alcohol abuse,Social phobia,All,A,10.2,9.4,11
Alcohol abuse,Specific Phobia,All,A,9.5,8.9,10.3
Alcohol abuse,Agoraphobia,All,A,10,8.5,11.8
Alcohol abuse,PTSD,All,A,12.2,11,13.7
Alcohol abuse,OCD,All,A,5.3,4.4,6.4
Alcohol abuse,Adult SAD,All,A,10.3,9.1,11.8
Alcohol abuse,Child SAD,All,A,,,
Alcohol abuse,Anorexia nervosa,All,A,,,
Alcohol abuse,Bulimia nervosa,All,A,13.7,10.2,18.6
Alcohol abuse,Binge eating disorder,All,A,11.5,9.9,13.3
Alcohol abuse,IED,All,A,11.7,10.5,13.2
Alcohol abuse,ADHD,All,A,,,
Alcohol abuse,Conduct disorder,All,A,,,
Alcohol abuse,ODD,All,A,,,
Alcohol abuse,Nicotine dependence,All,A,10.5,9.8,11.4
Alcohol abuse,Alcohol dependence,All,A,44.7,41.3,48.5
Alcohol abuse,Drug abuse,All,A,23.9,22.3,25.6
Alcohol abuse,Drug dependence,All,A,29.3,26.2,32.6
Alcohol abuse,MDE,All,B,4.9,4.5,5.4
Alcohol abuse,Bipolar disorder,All,B,5.8,4.7,7.1
Alcohol abuse,Dysthymia,All,B,2.7,1.9,3.7
Alcohol abuse,Panic disorder,All,B,4.5,3.5,5.8
Alcohol abuse,GAD,All,B,5,4.3,5.9
Alcohol abuse,Social phobia,All,B,4.7,4.2,5.4
Alcohol abuse,Specific Phobia,All,B,5.5,4.9,6.1
Alcohol abuse,Agoraphobia,All,B,3.1,2.4,4
Alcohol abuse,PTSD,All,B,7,5.9,8.3
Alcohol abuse,OCD,All,B,2.2,1.5,3.3
Alcohol abuse,Adult SAD,All,B,2.8,2.1,3.9
Alcohol abuse,Child SAD,All,B,,,
Alcohol abuse,Anorexia nervosa,All,B,,,
Alcohol abuse,Bulimia nervosa,All,B,2.6,1.4,4.7
Alcohol abuse,Binge eating disorder,All,B,5.2,4,6.7
Alcohol abuse,IED,All,B,5.8,4.7,7.2
Alcohol abuse,ADHD,All,B,,,
Alcohol abuse,Conduct disorder,All,B,,,
Alcohol abuse,ODD,All,B,,,
Alcohol abuse,Nicotine dependence,All,B,7.4,6.6,8.4
Alcohol abuse,Alcohol dependence,All,B,29.7,26.7,33
Alcohol abuse,Drug abuse,All,B,16.4,14.9,18
Alcohol abuse,Drug dependence,All,B,13.5,11.1,16.6
Alcohol abuse,MDE,F,A,13.7,12.5,14.9
Alcohol abuse,Bipolar disorder,F,A,13.2,10.6,16.5
Alcohol abuse,Dysthymia,F,A,19,15.2,23.8
Alcohol abuse,Panic disorder,F,A,19.3,15.5,24
Alcohol abuse,GAD,F,A,17.1,14.7,19.9
Alcohol abuse,Social phobia,F,A,13.1,11.4,14.9
Alcohol abuse,Specific Phobia,F,A,17.1,14.9,19.5
Alcohol abuse,Agoraphobia,F,A,17.8,14,22.7
Alcohol abuse,PTSD,F,A,24.8,20.7,29.6
Alcohol abuse,OCD,F,A,6.1,4.2,8.8
Alcohol abuse,Adult SAD,F,A,13.5,11.1,16.5
Alcohol abuse,Child SAD,F,A,,,
Alcohol abuse,Anorexia nervosa,F,A,,,
Alcohol abuse,Bulimia nervosa,F,A,40.2,26.4,61.3
Alcohol abuse,Binge eating disorder,F,A,20,15.7,25.4
Alcohol abuse,IED,F,A,10.6,8.5,13.1
Alcohol abuse,ADHD,F,A,,,
Alcohol abuse,Conduct disorder,F,A,,,
Alcohol abuse,ODD,F,A,,,
Alcohol abuse,Nicotine dependence,F,A,8.7,7.8,9.7
Alcohol abuse,Alcohol dependence,F,A,31.4,27.4,35.9
Alcohol abuse,Drug abuse,F,A,15.3,13.5,17.5
Alcohol abuse,Drug dependence,F,A,22.2,18.3,26.9
Alcohol abuse,MDE,M,A,7.6,7.2,8.1
Alcohol abuse,Bipolar disorder,M,A,11.7,10.4,13.2
Alcohol abuse,Dysthymia,M,A,8.5,7.4,9.8
Alcohol abuse,Panic disorder,M,A,9.1,7.9,10.6
Alcohol abuse,GAD,M,A,8.8,8,9.6
Alcohol abuse,Social phobia,M,A,8.5,7.8,9.3
Alcohol abuse,Specific Phobia,M,A,8.2,7.5,8.9
Alcohol abuse,Agoraphobia,M,A,8.2,6.9,9.8
Alcohol abuse,PTSD,M,A,9.2,8.2,10.3
Alcohol abuse,OCD,M,A,4.7,3.7,5.9
Alcohol abuse,Adult SAD,M,A,8.5,7.4,9.9
Alcohol abuse,Child SAD,M,A,,,
Alcohol abuse,Anorexia nervosa,M,A,,,
Alcohol abuse,Bulimia nervosa,M,A,,,
Alcohol abuse,Binge eating disorder,M,A,8.7,7.3,10.3
Alcohol abuse,IED,M,A,9.8,8.7,11.1
Alcohol abuse,ADHD,M,A,,,
Alcohol abuse,Conduct disorder,M,A,,,
Alcohol abuse,ODD,M,A,,,
Alcohol abuse,Nicotine dependence,M,A,8.8,8.1,9.6
Alcohol abuse,Alcohol dependence,M,A,33.4,30.9,36
Alcohol abuse,Drug abuse,M,A,19.8,18.5,21.3
Alcohol abuse,Drug dependence,M,A,22.5,20.1,25.1
Alcohol abuse,MDE,F,B,6.3,5.6,7.2
Alcohol abuse,Bipolar disorder,F,B,4.5,3.4,5.9
Alcohol abuse,Dysthymia,F,B,3.1,2,4.8
Alcohol abuse,Panic disorder,F,B,6.2,4.4,8.6
Alcohol abuse,GAD,F,B,6.7,5.4,8.3
Alcohol abuse,Social phobia,F,B,4.7,3.9,5.7
Alcohol abuse,Specific Phobia,F,B,8.2,6.8,9.7
Alcohol abuse,Agoraphobia,F,B,4,2.8,5.9
Alcohol abuse,PTSD,F,B,12.6,10,16.1
Alcohol abuse,OCD,F,B,1.8,1,3
Alcohol abuse,Adult SAD,F,B,2.7,1.9,3.8
Alcohol abuse,Child SAD,F,B,,,
Alcohol abuse,Anorexia nervosa,F,B,,,
Alcohol abuse,Bulimia nervosa,F,B,5.7,2.7,11.9
Alcohol abuse,Binge eating disorder,F,B,7.2,5.2,10
Alcohol abuse,IED,F,B,4.6,3.4,6.2
Alcohol abuse,ADHD,F,B,,,
Alcohol abuse,Conduct disorder,F,B,,,
Alcohol abuse,ODD,F,B,,,
Alcohol abuse,Nicotine dependence,F,B,5.5,4.7,6.5
Alcohol abuse,Alcohol dependence,F,B,17.8,15.1,20.9
Alcohol abuse,Drug abuse,F,B,9,7.8,10.5
Alcohol abuse,Drug dependence,F,B,8.3,6.4,10.8
Alcohol abuse,MDE,M,B,5.1,4.6,5.6
Alcohol abuse,Bipolar disorder,M,B,5.5,4.5,6.8
Alcohol abuse,Dysthymia,M,B,2.9,2.1,4
Alcohol abuse,Panic disorder,M,B,4.4,3.4,5.7
Alcohol abuse,GAD,M,B,5.2,4.5,6.1
Alcohol abuse,Social phobia,M,B,4.7,4.1,5.3
Alcohol abuse,Specific Phobia,M,B,5.4,4.8,6.1
Alcohol abuse,Agoraphobia,M,B,3.3,2.5,4.2
Alcohol abuse,PTSD,M,B,6.2,5.2,7.4
Alcohol abuse,OCD,M,B,2.3,1.5,3.4
Alcohol abuse,Adult SAD,M,B,2.9,2.1,4
Alcohol abuse,Child SAD,M,B,,,
Alcohol abuse,Anorexia nervosa,M,B,,,
Alcohol abuse,Bulimia nervosa,M,B,,,
Alcohol abuse,Binge eating disorder,M,B,4.9,3.7,6.4
Alcohol abuse,IED,M,B,5.2,4.3,6.5
Alcohol abuse,ADHD,M,B,,,
Alcohol abuse,Conduct disorder,M,B,,,
Alcohol abuse,ODD,M,B,,,
Alcohol abuse,Nicotine dependence,M,B,6.5,5.7,7.4
Alcohol abuse,Alcohol dependence,M,B,24,21.7,26.6
Alcohol abuse,Drug abuse,M,B,14.6,13.3,16.1
Alcohol abuse,Drug dependence,M,B,11.8,9.7,14.5
Alcohol dependence,MDE,All,A,12,11.1,13
Alcohol dependence,Bipolar disorder,All,A,18.9,16.3,22
Alcohol dependence,Dysthymia,All,A,17.5,14.8,20.8
Alcohol dependence,Panic disorder,All,A,17.2,14.5,20.5
Alcohol dependence,GAD,All,A,15.6,13.8,17.7
Alcohol dependence,Social phobia,All,A,13.8,12.3,15.5
Alcohol dependence,Specific Phobia,All,A,11.9,10.8,13.2
Alcohol dependence,Agoraphobia,All,A,14.9,12.2,18.2
Alcohol dependence,PTSD,All,A,19.9,17.2,23
Alcohol dependence,OCD,All,A,,,
Alcohol dependence,Adult SAD,All,A,13.8,11.5,16.6
Alcohol dependence,Child SAD,All,A,,,
Alcohol dependence,Anorexia nervosa,All,A,,,
Alcohol dependence,Bulimia nervosa,All,A,16.3,11.4,23.2
Alcohol dependence,Binge eating disorder,All,A,14.2,11.7,17.2
Alcohol dependence,IED,All,A,13.8,11.9,16.1
Alcohol dependence,ADHD,All,A,,,
Alcohol dependence,Conduct disorder,All,A,,,
Alcohol dependence,ODD,All,A,,,
Alcohol dependence,Nicotine dependence,All,A,11.1,9.9,12.4
Alcohol dependence,Alcohol abuse,All,A,,,
Alcohol dependence,Drug abuse,All,A,26.8,24.1,29.8
Alcohol dependence,Drug dependence,All,A,47.2,41.2,54
Alcohol dependence,MDE,All,B,4.9,3.8,6.2
Alcohol dependence,Bipolar disorder,All,B,4.9,2.9,8.5
Alcohol dependence,Dysthymia,All,B,2.6,1.1,5.9
Alcohol dependence,Panic disorder,All,B,2.3,1.2,4.4
Alcohol dependence,GAD,All,B,4,2.6,6.1
Alcohol dependence,Social phobia,All,B,4.5,3.2,6.4
Alcohol dependence,Specific Phobia,All,B,5.1,3.9,6.7
Alcohol dependence,Agoraphobia,All,B,2.1,1,4.3
Alcohol dependence,PTSD,All,B,6.9,4.6,10.2
Alcohol dependence,OCD,All,B,,,
Alcohol dependence,Adult SAD,All,B,1.9,0.9,4.2
Alcohol dependence,Child SAD,All,B,,,
Alcohol dependence,Anorexia nervosa,All,B,,,
Alcohol dependence,Bulimia nervosa,All,B,1.4,0.6,3.2
Alcohol dependence,Binge eating disorder,All,B,3.4,1.8,6.6
Alcohol dependence,IED,All,B,1.9,1.1,3.1
Alcohol dependence,ADHD,All,B,,,
Alcohol dependence,Conduct disorder,All,B,,,
Alcohol dependence,ODD,All,B,,,
Alcohol dependence,Nicotine dependence,All,B,4.7,3.5,6.2
Alcohol dependence,Alcohol abuse,All,B,,,
Alcohol dependence,Drug abuse,All,B,11.4,9,14.4
Alcohol dependence,Drug dependence,All,B,10.4,6.6,16.3
Alcohol dependence,MDE,F,A,17.2,15.1,19.6
Alcohol dependence,Bipolar disorder,F,A,17.9,13.8,23.3
Alcohol dependence,Dysthymia,F,A,26.6,19.6,36.1
Alcohol dependence,Panic disorder,F,A,28.2,21.4,37.2
Alcohol dependence,GAD,F,A,23.6,19.2,29
Alcohol dependence,Social phobia,F,A,,,
Alcohol dependence,Specific Phobia,F,A,,,
Alcohol dependence,Agoraphobia,F,A,,,
Alcohol dependence,PTSD,F,A,37.2,29.7,46.5
Alcohol dependence,OCD,F,A,,,
Alcohol dependence,Adult SAD,F,A,18.4,13.6,24.9
Alcohol dependence,Child SAD,F,A,,,
Alcohol dependence,Anorexia nervosa,F,A,,,
Alcohol dependence,Bulimia nervosa,F,A,,,
Alcohol dependence,Binge eating disorder,F,A,24.8,18.1,34
Alcohol dependence,IED,F,A,,,
Alcohol dependence,ADHD,F,A,,,
Alcohol dependence,Conduct disorder,F,A,,,
Alcohol dependence,ODD,F,A,,,
Alcohol dependence,Nicotine dependence,F,A,8.7,7.4,10.2
Alcohol dependence,Alcohol abuse,F,A,,,
Alcohol dependence,Drug abuse,F,A,16.1,13.5,19.3
Alcohol dependence,Drug dependence,F,A,34.1,27.1,43
Alcohol dependence,MDE,M,A,12,11,13.2
Alcohol dependence,Bipolar disorder,M,A,16.9,14.2,20.2
Alcohol dependence,Dysthymia,M,A,16.9,14,20.5
Alcohol dependence,Panic disorder,M,A,15.4,12.5,18.9
Alcohol dependence,GAD,M,A,15.3,13.2,17.6
Alcohol dependence,Social phobia,M,A,,,
Alcohol dependence,Specific Phobia,M,A,,,
Alcohol dependence,Agoraphobia,M,A,,,
Alcohol dependence,PTSD,M,A,18.5,15.6,21.9
Alcohol dependence,OCD,M,A,,,
Alcohol dependence,Adult SAD,M,A,12.3,10,15
Alcohol dependence,Child SAD,M,A,,,
Alcohol dependence,Anorexia nervosa,M,A,,,
Alcohol dependence,Bulimia nervosa,M,A,,,
Alcohol dependence,Binge eating disorder,M,A,11.6,8.9,15
Alcohol dependence,IED,M,A,,,
Alcohol dependence,ADHD,M,A,,,
Alcohol dependence,Conduct disorder,M,A,,,
Alcohol dependence,ODD,M,A,,,
Alcohol dependence,Nicotine dependence,M,A,9.7,8.6,11.1
Alcohol dependence,Alcohol abuse,M,A,,,
Alcohol dependence,Drug abuse,M,A,23.4,20.9,26.2
Alcohol dependence,Drug dependence,M,A,37.7,32.7,43.5
Alcohol dependence,MDE,F,B,6,4.5,8
Alcohol dependence,Bipolar disorder,F,B,4.3,2.5,7.4
Alcohol dependence,Dysthymia,F,B,2.7,1,7.2
Alcohol dependence,Panic disorder,F,B,3.2,1.6,6.6
Alcohol dependence,GAD,F,B,5.1,3.2,8.2
Alcohol dependence,Social phobia,F,B,,,
Alcohol dependence,Specific Phobia,F,B,,,
Alcohol dependence,Agoraphobia,F,B,,,
Alcohol dependence,PTSD,F,B,12.1,7.7,19.1
Alcohol dependence,OCD,F,B,,,
Alcohol dependence,Adult SAD,F,B,2.2,0.9,5.8
Alcohol dependence,Child SAD,F,B,,,
Alcohol dependence,Anorexia nervosa,F,B,,,
Alcohol dependence,Bulimia nervosa,F,B,,,
Alcohol dependence,Binge eating disorder,F,B,5.1,2.6,10
Alcohol dependence,IED,F,B,,,
Alcohol dependence,ADHD,F,B,,,
Alcohol dependence,Conduct disorder,F,B,,,
Alcohol dependence,ODD,F,B,,,
Alcohol dependence,Nicotine dependence,F,B,3.5,2.5,5
Alcohol dependence,Alcohol abuse,F,B,,,
Alcohol dependence,Drug abuse,F,B,6.5,4.9,8.7
Alcohol dependence,Drug dependence,F,B,7.4,4.5,11.9
Alcohol dependence,MDE,M,B,5.3,4.2,6.7
Alcohol dependence,Bipolar disorder,M,B,4.7,2.6,8.3
Alcohol dependence,Dysthymia,M,B,3.2,1.5,7
Alcohol dependence,Panic disorder,M,B,2.4,1.3,4.6
Alcohol dependence,GAD,M,B,4.4,2.9,6.7
Alcohol dependence,Social phobia,M,B,,,
Alcohol dependence,Specific Phobia,M,B,,,
Alcohol dependence,Agoraphobia,M,B,,,
Alcohol dependence,PTSD,M,B,6.8,4.6,10.2
Alcohol dependence,OCD,M,B,,,
Alcohol dependence,Adult SAD,M,B,1.9,0.9,3.8
Alcohol dependence,Child SAD,M,B,,,
Alcohol dependence,Anorexia nervosa,M,B,,,
Alcohol dependence,Bulimia nervosa,M,B,,,
Alcohol dependence,Binge eating disorder,M,B,3.3,1.7,6.5
Alcohol dependence,IED,M,B,,,
Alcohol dependence,ADHD,M,B,,,
Alcohol dependence,Conduct disorder,M,B,,,
Alcohol dependence,ODD,M,B,,,
Alcohol dependence,Nicotine dependence,M,B,4.2,3.2,5.6
Alcohol dependence,Alcohol abuse,M,B,,,
Alcohol dependence,Drug abuse,M,B,10.2,8,12.9
Alcohol dependence,Drug dependence,M,B,8.7,5.6,13.5
Drug abuse,MDE,All,A,11.1,10.3,12
Drug abuse,Bipolar disorder,All,A,14.9,12.5,17.7
Drug abuse,Dysthymia,All,A,16.1,13.6,19.2
Drug abuse,Panic disorder,All,A,14.2,12.1,16.7
Drug abuse,GAD,All,A,13.6,12.2,15.1
Drug abuse,Social phobia,All,A,11.6,10.5,12.9
Drug abuse,Specific Phobia,All,A,,,
Drug abuse,Agoraphobia,All,A,13.9,11.5,16.9
Drug abuse,PTSD,All,A,15.5,13.5,17.9
Drug abuse,OCD,All,A,,,
Drug abuse,Adult SAD,All,A,10.4,8.7,12.3
Drug abuse,Child SAD,All,A,,,
Drug abuse,Anorexia nervosa,All,A,,,
Drug abuse,Bulimia nervosa,All,A,,,
Drug abuse,Binge eating disorder,All,A,15,12.4,18.2
Drug abuse,IED,All,A,9.8,8.4,11.6
Drug abuse,ADHD,All,A,,,
Drug abuse,Conduct disorder,All,A,,,
Drug abuse,ODD,All,A,,,
Drug abuse,Nicotine dependence,All,A,11.2,9.9,12.5
Drug abuse,Alcohol abuse,All,A,21.2,19.9,22.6
Drug abuse,Alcohol dependence,All,A,30.9,27.5,34.7
Drug abuse,Drug dependence,All,A,66,57.9,75.1
Drug abuse,MDE,All,B,3.6,2.9,4.5
Drug abuse,Bipolar disorder,All,B,2.4,1.5,3.9
Drug abuse,Dysthymia,All,B,1.1,0.8,1.7
Drug abuse,Panic disorder,All,B,1.7,1,2.9
Drug abuse,GAD,All,B,2.5,1.7,3.7
Drug abuse,Social phobia,All,B,2.9,2.1,3.9
Drug abuse,Specific Phobia,All,B,,,
Drug abuse,Agoraphobia,All,B,3,1.6,5.6
Drug abuse,PTSD,All,B,4,2.7,6
Drug abuse,OCD,All,B,,,
Drug abuse,Adult SAD,All,B,0.9,0.6,1.3
Drug abuse,Child SAD,All,B,,,
Drug abuse,Anorexia nervosa,All,B,,,
Drug abuse,Bulimia nervosa,All,B,,,
Drug abuse,Binge eating disorder,All,B,2.3,1.3,4
Drug abuse,IED,All,B,1.1,0.8,1.6
Drug abuse,ADHD,All,B,,,
Drug abuse,Conduct disorder,All,B,,,
Drug abuse,ODD,All,B,,,
Drug abuse,Nicotine dependence,All,B,4.8,3.8,6
Drug abuse,Alcohol abuse,All,B,13.4,12.2,14.7
Drug abuse,Alcohol dependence,All,B,10.3,8,13.2
Drug abuse,Drug dependence,All,B,24.8,19.6,31.2
Drug abuse,MDE,F,A,17.4,15.5,19.7
Drug abuse,Bipolar disorder,F,A,15.8,12,20.9
Drug abuse,Dysthymia,F,A,26.9,20.1,36
Drug abuse,Panic disorder,F,A,25.9,20,33.6
Drug abuse,GAD,F,A,22.1,18.5,26.5
Drug abuse,Social phobia,F,A,14.8,12.4,17.7
Drug abuse,Specific Phobia,F,A,,,
Drug abuse,Agoraphobia,F,A,23.4,16.7,32.7
Drug abuse,PTSD,F,A,30.9,25.6,37.4
Drug abuse,OCD,F,A,,,
Drug abuse,Adult SAD,F,A,,,
Drug abuse,Child SAD,F,A,,,
Drug abuse,Anorexia nervosa,F,A,,,
Drug abuse,Bulimia nervosa,F,A,,,
Drug abuse,Binge eating disorder,F,A,26.4,19.6,35.5
Drug abuse,IED,F,A,,,
Drug abuse,ADHD,F,A,,,
Drug abuse,Conduct disorder,F,A,,,
Drug abuse,ODD,F,A,,,
Drug abuse,Nicotine dependence,F,A,9.7,8.5,11
Drug abuse,Alcohol abuse,F,A,12.3,11.1,13.7
Drug abuse,Alcohol dependence,F,A,18.5,15.1,22.5
Drug abuse,Drug dependence,F,A,47,38,58
Drug abuse,MDE,M,A,10.9,10,11.9
Drug abuse,Bipolar disorder,M,A,12.5,10.3,15
Drug abuse,Dysthymia,M,A,14.2,11.7,17.1
Drug abuse,Panic disorder,M,A,11.7,9.8,13.9
Drug abuse,GAD,M,A,12.7,11.1,14.5
Drug abuse,Social phobia,M,A,10.5,9.3,11.9
Drug abuse,Specific Phobia,M,A,,,
Drug abuse,Agoraphobia,M,A,13.6,11.2,16.6
Drug abuse,PTSD,M,A,13.9,11.6,16.7
Drug abuse,OCD,M,A,,,
Drug abuse,Adult SAD,M,A,10.5,8.6,12.8
Drug abuse,Child SAD,M,A,,,
Drug abuse,Anorexia nervosa,M,A,,,
Drug abuse,Bulimia nervosa,M,A,,,
Drug abuse,Binge eating disorder,M,A,12.5,9.9,16
Drug abuse,IED,M,A,8.8,7.3,10.8
Drug abuse,ADHD,M,A,,,
Drug abuse,Conduct disorder,M,A,,,
Drug abuse,ODD,M,A,,,
Drug abuse,Nicotine dependence,M,A,9.2,8,10.6
Drug abuse,Alcohol abuse,M,A,17.4,16.3,18.4
Drug abuse,Alcohol dependence,M,A,25,22.4,28
Drug abuse,Drug dependence,M,A,51.8,45.6,58.8
Drug abuse,MDE,F,B,4.7,3.6,6.1
Drug abuse,Bipolar disorder,F,B,2.1,1.3,3.4
Drug abuse,Dysthymia,F,B,1.5,0.9,2.3
Drug abuse,Panic disorder,F,B,2.5,1.3,4.8
Drug abuse,GAD,F,B,3.3,2.2,5.2
Drug abuse,Social phobia,F,B,2.8,2,4
Drug abuse,Specific Phobia,F,B,,,
Drug abuse,Agoraphobia,F,B,3.5,1.7,7.3
Drug abuse,PTSD,F,B,6.8,4.4,10.4
Drug abuse,OCD,F,B,,,
Drug abuse,Adult SAD,F,B,,,
Drug abuse,Child SAD,F,B,,,
Drug abuse,Anorexia nervosa,F,B,,,
Drug abuse,Bulimia nervosa,F,B,,,
Drug abuse,Binge eating disorder,F,B,3.3,1.7,6.3
Drug abuse,IED,F,B,,,
Drug abuse,ADHD,F,B,,,
Drug abuse,Conduct disorder,F,B,,,
Drug abuse,ODD,F,B,,,
Drug abuse,Nicotine dependence,F,B,3.6,2.8,4.5
Drug abuse,Alcohol abuse,F,B,7.1,6.2,8.1
Drug abuse,Alcohol dependence,F,B,5.4,4,7.3
Drug abuse,Drug dependence,F,B,16.3,12.3,21.6
Drug abuse,MDE,M,B,4,3.2,5
Drug abuse,Bipolar disorder,M,B,2.3,1.4,3.9
Drug abuse,Dysthymia,M,B,1.3,0.9,2
Drug abuse,Panic disorder,M,B,1.8,1,3
Drug abuse,GAD,M,B,2.8,1.9,4.1
Drug abuse,Social phobia,M,B,3.1,2.2,4.3
Drug abuse,Specific Phobia,M,B,,,
Drug abuse,Agoraphobia,M,B,4,2.3,7
Drug abuse,PTSD,M,B,4.2,2.8,6.5
Drug abuse,OCD,M,B,,,
Drug abuse,Adult SAD,M,B,1.1,0.7,1.7
Drug abuse,Child SAD,M,B,,,
Drug abuse,Anorexia nervosa,M,B,,,
Drug abuse,Bulimia nervosa,M,B,,,
Drug abuse,Binge eating disorder,M,B,2.3,1.3,4.1
Drug abuse,IED,M,B,1,0.7,1.6
Drug abuse,ADHD,M,B,,,
Drug abuse,Conduct disorder,M,B,,,
Drug abuse,ODD,M,B,,,
Drug abuse,Nicotine dependence,M,B,4.3,3.4,5.6
Drug abuse,Alcohol abuse,M,B,11.6,10.6,12.7
Drug abuse,Alcohol dependence,M,B,8.9,7,11.4
Drug abuse,Drug dependence,M,B,20.9,16.6,26.4
Drug dependence,MDE,All,A,13.2,11.7,14.9
Drug dependence,Bipolar disorder,All,A,21,17.3,25.4
Drug dependence,Dysthymia,All,A,22.8,18,28.8
Drug dependence,Panic disorder,All,A,22.5,18.2,27.9
Drug dependence,GAD,All,A,17.1,14.5,20.2
Drug dependence,Social phobia,All,A,15.4,13.4,17.7
Drug dependence,Specific Phobia,All,A,,,
Drug dependence,Agoraphobia,All,A,18.7,14.8,23.6
Drug dependence,PTSD,All,A,21.4,18,25.6
Drug dependence,OCD,All,A,,,
Drug dependence,Adult SAD,All,A,15,12.3,18.3
Drug dependence,Child SAD,All,A,,,
Drug dependence,Anorexia nervosa,All,A,,,
Drug dependence,Bulimia nervosa,All,A,,,
Drug dependence,Binge eating disorder,All,A,19.8,15.5,25.5
Drug dependence,IED,All,A,,,
Drug dependence,ADHD,All,A,,,
Drug dependence,Conduct disorder,All,A,,,
Drug dependence,ODD,All,A,,,
Drug dependence,Nicotine dependence,All,A,12.7,11.1,14.7
Drug dependence,Alcohol abuse,All,A,21.2,19.3,23.4
Drug dependence,Alcohol dependence,All,A,45.8,39.4,53.4
